Algorithm,version,Shapley Value,Temporal Shapley Value,Standalone Performance,Marginal Performance,Temporal Marginal Performance
Isabelle-HOT---2016-7.3.0,7.3.0,19.17991,0,2018,0,0
Isabelle-HOT---2016-7.4.0,7.4.0,19.17991,0,2018,0,0
Isabelle-HOT---2016-7.5.0,7.5.0,19.17991,0,2018,0,0
Isabelle---2016-7.0.0,7.0.0,19.14228,2.16667,2013,0,0
Isabelle-HOT---2016-8.0.0,8.0.0,19.10733,0,2012,0,0
Isabelle-HOT---2016-8.1.0,8.1.0,19.10733,0,2012,0,0
Isabelle-HOT---2016-8.2.0,8.2.0,19.10733,0,2012,0,0
Isabelle---2016-7.1.0,7.1.0,19.06726,0,2005,0,0
Isabelle---2016-7.2.0,7.2.0,19.06726,0,2005,0,0
Vampire---4.5-7.4.0,7.4.0,19.05724,2,1959,0,2
Isabelle---2015-6.3.0,6.3.0,18.98579,333.1119,2004,0,1
Isabelle---2015-6.4.0,6.4.0,18.95945,0,2003,0,0
Isabelle-HOT---2015-6.3.0,6.3.0,18.90788,330.69524,1999,0,0
Isabelle---2016-7.3.0,7.3.0,18.89117,0,1999,0,0
Isabelle---2016-7.4.0,7.4.0,18.89117,0,1999,0,0
Isabelle---2016-7.5.0,7.5.0,18.89117,0,1999,0,0
Isabelle---2016-8.0.0,8.0.0,18.89117,0,1999,0,0
Isabelle---2016-8.1.0,8.1.0,18.89117,0,1999,0,0
Isabelle---2016-8.2.0,8.2.0,18.89117,0,1999,0,0
CVC4---1.7-7.4.0,7.4.0,18.74107,6,1795,1,6
E---2.6-7.5.0,7.5.0,17.92972,1.83333,1875,0,1
E-SAT---2.6.X-8.1.0,8.1.0,17.87436,0,1876,0,0
E-SAT---2.6.X-8.0.0,8.0.0,17.86047,0,1875,0,0
E---2.6.X-8.1.0,8.1.0,17.77251,0,1869,0,0
E---2.6.X-8.0.0,8.0.0,17.74787,0,1867,0,0
cvc5---1.0-8.1.0,8.1.0,17.5582,0,1792,0,0
cvc5---1.0-8.0.0,8.0.0,17.54965,0,1791,0,0
cvc5---1.0-8.2.0,8.2.0,17.5462,0,1823,0,0
CVC4---1.9-7.5.0,7.5.0,17.32448,1,1774,0,1
E-SAT---2.6-7.5.0,7.5.0,17.09212,1.33333,1766,0,1
LEO-II---1.7.0-7.0.0,7.0.0,16.45379,1,1787,0,1
LEO-II---1.7.0-7.1.0,7.1.0,16.45379,0,1787,0,0
LEO-II---1.7.0-7.2.0,7.2.0,16.45379,0,1787,0,0
LEO-II---1.7.0-7.3.0,7.3.0,16.2777,0,1781,0,0
LEO-II---1.7.0-7.4.0,7.4.0,16.2777,0,1781,0,0
LEO-II---1.7.0-7.5.0,7.5.0,16.2777,0,1781,0,0
LEO-II---1.6.2-6.3.0,6.3.0,16.18378,288.34286,1778,0,13
LEO-II---1.6.2-6.4.0,6.4.0,16.18378,0,1778,0,0
agsyHOL---1.0-6.3.0,6.3.0,16.14595,273.54286,1728,0,8
agsyHOL---1.0-6.4.0,6.4.0,16.14595,0,1728,0,0
agsyHOL---1.0-7.0.0,7.0.0,16.14595,0,1728,0,0
agsyHOL---1.0-7.1.0,7.1.0,16.13694,0,1727,0,0
agsyHOL---1.0-7.2.0,7.2.0,16.13694,0,1727,0,0
agsyHOL---1.0-7.3.0,7.3.0,15.96086,0,1721,0,0
agsyHOL---1.0-7.4.0,7.4.0,15.96086,0,1721,0,0
agsyHOL---1.0-7.5.0,7.5.0,15.96086,0,1721,0,0
LEO-II---1.7.0-8.0.0,8.0.0,15.76515,0,1726,0,0
agsyHOL---1.0-8.0.0,8.0.0,15.48325,0,1671,0,0
Zipperpin---1.4-7.1.0,7.1.0,14.33166,0,1628,0,0
Zipperpin---1.4-7.2.0,7.2.0,14.33166,0,1628,0,0
TPS---3.120601S1b-6.3.0,6.3.0,14.32824,232.65952,1472,0,22
TPS---3.120601S1b-6.4.0,6.4.0,14.32824,0,1472,0,0
TPS---3.120601S1b-7.0.0,7.0.0,14.32824,0,1472,0,0
TPS---3.120601S1b-7.1.0,7.1.0,14.32824,0,1472,0,0
TPS---3.120601S1b-7.2.0,7.2.0,14.32824,0,1472,0,0
Zipperpin---1.4-7.3.0,7.3.0,14.2132,0,1625,0,0
TPS---3.120601S1b-7.3.0,7.3.0,14.19531,0,1462,0,0
TPS---3.120601S1b-7.4.0,7.4.0,14.19531,0,1462,0,0
TPS---3.120601S1b-7.5.0,7.5.0,14.19531,0,1462,0,0
TPS---3.120601S1b-8.0.0,8.0.0,14.19531,0,1462,0,0
TPS---3.120601S1b-8.1.0,8.1.0,14.19531,0,1462,0,0
TPS---3.120601S1b-8.2.0,8.2.0,14.19531,0,1462,0,0
CVC4-SAT---1.7-7.4.0,7.4.0,12.86672,5,1212,0,5
LEO-II---1.7.0-8.1.0,8.1.0,12.55182,0,1392,0,0
LEO-II---1.7.0-8.2.0,8.2.0,12.55182,0,1392,0,0
agsyHOL---1.0-8.1.0,8.1.0,12.05902,0,1317,0,0
agsyHOL---1.0-8.2.0,8.2.0,12.05902,0,1317,0,0
HOLyHammer---0.21-7.4.0,7.4.0,11.27266,0,1297,0,0
HOLyHammer---0.21-7.5.0,7.5.0,11.27266,0,1297,0,0
HOLyHammer---0.21-8.0.0,8.0.0,11.27266,0,1297,0,0
HOLyHammer---0.21-8.1.0,8.1.0,10.84374,0,1258,0,0
HOLyHammer---0.21-8.2.0,8.2.0,10.84374,0,1258,0,0
cvc5-SAT---1.0-8.2.0,8.2.0,9.8454,0,1176,0,0
CVC4-SAT---1.9-7.5.0,7.5.0,9.30144,0,834,0,0
cvc5-SAT---1.0-8.0.0,8.0.0,6.89146,0,841,0,0
cvc5-SAT---1.0-8.1.0,8.1.0,6.89146,0,841,0,0
cocATP---0.2.0-6.3.0,6.3.0,6.19361,99.73333,720,0,3
cocATP---0.2.0-6.4.0,6.4.0,6.19361,0,720,0,0
cocATP---0.2.0-7.0.0,7.0.0,6.19361,0,720,0,0
cocATP---0.2.0-7.1.0,7.1.0,6.19361,0,720,0,0
cocATP---0.2.0-7.2.0,7.2.0,6.19361,0,720,0,0
cocATP---0.2.0-7.3.0,7.3.0,6.19361,0,720,0,0
cocATP---0.2.0-7.4.0,7.4.0,6.19361,0,720,0,0
cocATP---0.2.0-7.5.0,7.5.0,6.19361,0,720,0,0
cocATP---0.2.0-8.0.0,8.0.0,6.05436,0,707,0,0
cocATP---0.2.0-8.1.0,8.1.0,6.05436,0,707,0,0
cocATP---0.2.0-8.2.0,8.2.0,6.05436,0,707,0,0
Vampire-SAT---4.7-8.2.0,8.2.0,5.87929,0,691,0,0
Vampire-SAT---4.6.1-8.1.0,8.1.0,5.84619,0,689,0,0
Beagle---0.9.32-6.3.0,6.3.0,0,0,0,0,0
Bliksem---1.12-6.3.0,6.3.0,0,0,0,0,0
CARINE---0.734-6.3.0,6.3.0,0,0,0,0,0
CiME---2.01-6.3.0,6.3.0,0,0,0,0,0
Crossbow---0.1-6.3.0,6.3.0,0,0,0,0,0
CVC4---1.5pre-6.3.0,6.3.0,0,0,0,0,0
CVC4-SAT---1.5pre-6.3.0,6.3.0,0,0,0,0,0
CVC4-TFF---1.5pre-6.3.0,6.3.0,0,0,0,0,0
CVC4-TFN---1.5pre-6.3.0,6.3.0,0,0,0,0,0
Darwin---1.4.5-6.3.0,6.3.0,0,0,0,0,0
DarwinFM---1.4.5-6.3.0,6.3.0,0,0,0,0,0
DCTP---1.31-6.3.0,6.3.0,0,0,0,0,0
E---1.9.1-6.3.0,6.3.0,0,0,0,0,0
E-Darwin---1.5-6.3.0,6.3.0,0,0,0,0,0
E-SAT---1.9.1-6.3.0,6.3.0,0,0,0,0,0
ePrincess---1.0-6.3.0,6.3.0,0,0,0,0,0
EQP---0.9e-6.3.0,6.3.0,0,0,0,0,0
Equinox---5.0-6.3.0,6.3.0,0,0,0,0,0
ET---0.2-6.3.0,6.3.0,0,0,0,0,0
Fampire---1.3-6.3.0,6.3.0,0,0,0,0,0
Faust---1.0-6.3.0,6.3.0,0,0,0,0,0
FDP---0.9.16-6.3.0,6.3.0,0,0,0,0,0
Fiesta---2-6.3.0,6.3.0,0,0,0,0,0
Gandalf---c-2.6-6.3.0,6.3.0,0,0,0,0,0
Geo-III---2015E-6.3.0,6.3.0,0,0,0,0,0
GrAnDe---1.1-6.3.0,6.3.0,0,0,0,0,0
Infinox---1.0-6.3.0,6.3.0,0,0,0,0,0
iProver---2.0-6.3.0,6.3.0,0,0,0,0,0
iProver-Eq---0.85-6.3.0,6.3.0,0,0,0,0,0
iProver-SAT---2.0-6.3.0,6.3.0,0,0,0,0,0
iProverMo---0.7-0.3-6.3.0,6.3.0,0,0,0,0,0
leanCoP---2.2-6.3.0,6.3.0,0,0,0,0,0
Mace4---1109a-6.3.0,6.3.0,0,0,0,0,0
Matita---1.0-6.3.0,6.3.0,0,0,0,0,0
Metis---2.3-6.3.0,6.3.0,0,0,0,0,0
Muscadet---4.5-6.3.0,6.3.0,0,0,0,0,0
Nitpick---2015-6.3.0,6.3.0,0,0,0,0,0
Otter---3.3-6.3.0,6.3.0,0,0,0,0,0
Paradox---4.0-6.3.0,6.3.0,0,0,0,0,0
Princess---150706-6.3.0,6.3.0,0,0,0,0,0
Prover9---1109a-6.3.0,6.3.0,0,0,0,0,0
Refute---2015-6.3.0,6.3.0,0,0,0,0,0
S-SETHEO---0.0-6.3.0,6.3.0,0,0,0,0,0
SaKo---3.9-0.5.3-6.3.0,6.3.0,0,0,0,0,0
SETHEO---3.3-6.3.0,6.3.0,0,0,0,0,0
SInE---0.4-6.3.0,6.3.0,0,0,0,0,0
SNARK---20120808r022-6.3.0,6.3.0,0,0,0,0,0
SOS---2.0-6.3.0,6.3.0,0,0,0,0,0
SPASS---3.7-6.3.0,6.3.0,0,0,0,0,0
SPASS-XDB---0.8-6.3.0,6.3.0,0,0,0,0,0
SPASS+T---2.2.22-6.3.0,6.3.0,0,0,0,0,0
SRASS---0.1-6.3.0,6.3.0,0,0,0,0,0
SuperZenon---0.0.1-6.3.0,6.3.0,0,0,0,0,0
Vampire---4.0-6.3.0,6.3.0,0,0,0,0,0
Vampire-SAT---4.0-6.3.0,6.3.0,0,0,0,0,0
VampireZ3---1.0-6.3.0,6.3.0,0,0,0,0,0
Waldmeister---710-6.3.0,6.3.0,0,0,0,0,0
Z3---4.4-TPTP-6.3.0,6.3.0,0,0,0,0,0
Zenon---0.7.1-6.3.0,6.3.0,0,0,0,0,0
ZenonArith---0.1.0-6.3.0,6.3.0,0,0,0,0,0
ZenonModulo---0.4.1-6.3.0,6.3.0,0,0,0,0,0
Zipperpin---0.4-6.3.0,6.3.0,0,0,0,0,0
Zipperpin-TFF---0.4-6.3.0,6.3.0,0,0,0,0,0
Beagle---0.9.32-6.4.0,6.4.0,0,0,0,0,0
Bliksem---1.12-6.4.0,6.4.0,0,0,0,0,0
CARINE---0.734-6.4.0,6.4.0,0,0,0,0,0
CiME---2.01-6.4.0,6.4.0,0,0,0,0,0
Crossbow---0.1-6.4.0,6.4.0,0,0,0,0,0
CVC4---1.5j8-6.4.0,6.4.0,0,0,0,0,0
CVC4-SAT---1.5j8-6.4.0,6.4.0,0,0,0,0,0
CVC4-TFF---1.5j8-6.4.0,6.4.0,0,0,0,0,0
CVC4-TFN---1.5j8-6.4.0,6.4.0,0,0,0,0,0
Darwin---1.4.5-6.4.0,6.4.0,0,0,0,0,0
DarwinFM---1.4.5-6.4.0,6.4.0,0,0,0,0,0
DCTP---1.31-6.4.0,6.4.0,0,0,0,0,0
E---1.9.1-6.4.0,6.4.0,0,0,0,0,0
E-Darwin---1.5-6.4.0,6.4.0,0,0,0,0,0
E-KRHyper---1.4-6.4.0,6.4.0,0,0,0,0,0
E-SAT---1.9.1-6.4.0,6.4.0,0,0,0,0,0
ePrincess---1.0-6.4.0,6.4.0,0,0,0,0,0
EQP---0.9e-6.4.0,6.4.0,0,0,0,0,0
Equinox---5.0-6.4.0,6.4.0,0,0,0,0,0
ET---0.2-6.4.0,6.4.0,0,0,0,0,0
Fampire---1.3-6.4.0,6.4.0,0,0,0,0,0
Faust---1.0-6.4.0,6.4.0,0,0,0,0,0
FDP---0.9.16-6.4.0,6.4.0,0,0,0,0,0
Fiesta---2-6.4.0,6.4.0,0,0,0,0,0
Gandalf---c-2.6-6.4.0,6.4.0,0,0,0,0,0
Geo-III---2015E-6.4.0,6.4.0,0,0,0,0,0
GrAnDe---1.1-6.4.0,6.4.0,0,0,0,0,0
HOLyHammer---140616-6.4.0,6.4.0,0,0,0,0,0
Infinox---1.0-6.4.0,6.4.0,0,0,0,0,0
iProver---2.5-6.4.0,6.4.0,0,0,0,0,0
iProver-Eq---0.85-6.4.0,6.4.0,0,0,0,0,0
iProver-SAT---2.5-6.4.0,6.4.0,0,0,0,0,0
iProverMo---0.7-0.3-6.4.0,6.4.0,0,0,0,0,0
leanCoP---2.2-6.4.0,6.4.0,0,0,0,0,0
Mace4---1109a-6.4.0,6.4.0,0,0,0,0,0
Matita---1.0-6.4.0,6.4.0,0,0,0,0,0
Metis---2.3-6.4.0,6.4.0,0,0,0,0,0
Muscadet---4.5-6.4.0,6.4.0,0,0,0,0,0
Nitpick---2015-6.4.0,6.4.0,0,0,0,0,0
Otter---3.3-6.4.0,6.4.0,0,0,0,0,0
Paradox---3.0-6.4.0,6.4.0,0,0,0,0,0
PEPR---0.0ps-6.4.0,6.4.0,0,0,0,0,0
Princess---150706-6.4.0,6.4.0,0,0,0,0,0
Prover9---1109a-6.4.0,6.4.0,0,0,0,0,0
Refute---2015-6.4.0,6.4.0,0,0,0,0,0
S-SETHEO---0.0-6.4.0,6.4.0,0,0,0,0,0
SaKo---3.9-0.5.3-6.4.0,6.4.0,0,0,0,0,0
SETHEO---3.3-6.4.0,6.4.0,0,0,0,0,0
SInE---0.4-6.4.0,6.4.0,0,0,0,0,0
SNARK---20120808r022-6.4.0,6.4.0,0,0,0,0,0
SOS---2.0-6.4.0,6.4.0,0,0,0,0,0
SPASS---3.7-6.4.0,6.4.0,0,0,0,0,0
SPASS-XDB---0.8-6.4.0,6.4.0,0,0,0,0,0
SPASS+T---2.2.22-6.4.0,6.4.0,0,0,0,0,0
SRASS---0.1-6.4.0,6.4.0,0,0,0,0,0
SuperZenon---0.0.1-6.4.0,6.4.0,0,0,0,0,0
Twee---1.0-6.4.0,6.4.0,0,0,0,0,0
Vampire---4.0.5-6.4.0,6.4.0,0,0,0,0,0
Vampire-SAT---4.0.5-6.4.0,6.4.0,0,0,0,0,0
Waldmeister---710-6.4.0,6.4.0,0,0,0,0,0
Z3---4.4.1-6.4.0,6.4.0,0,0,0,0,0
Zenon---0.7.1-6.4.0,6.4.0,0,0,0,0,0
ZenonArith---0.1.0-6.4.0,6.4.0,0,0,0,0,0
ZenonModulo---0.4.1-6.4.0,6.4.0,0,0,0,0,0
Zipperpin---0.4-6.4.0,6.4.0,0,0,0,0,0
Zipperpin-TFF---0.4-6.4.0,6.4.0,0,0,0,0,0
Beagle---0.9.47-7.0.0,7.0.0,0,0,0,0,0
Bliksem---1.12-7.0.0,7.0.0,0,0,0,0,0
CARINE---0.734-7.0.0,7.0.0,0,0,0,0,0
CiME---2.01-7.0.0,7.0.0,0,0,0,0,0
Crossbow---0.1-7.0.0,7.0.0,0,0,0,0,0
CVC4---1.5.2-7.0.0,7.0.0,0,0,0,0,0
CVC4-SAT---1.5.2-7.0.0,7.0.0,0,0,0,0,0
CVC4-TFF---1.5.2-7.0.0,7.0.0,0,0,0,0,0
CVC4-TFN---1.5.2-7.0.0,7.0.0,0,0,0,0,0
Darwin---1.4.5-7.0.0,7.0.0,0,0,0,0,0
DarwinFM---1.4.5-7.0.0,7.0.0,0,0,0,0,0
DCTP---1.31-7.0.0,7.0.0,0,0,0,0,0
E---2.0-7.0.0,7.0.0,0,0,0,0,0
E-Darwin---1.5-7.0.0,7.0.0,0,0,0,0,0
E-KRHyper---1.4-7.0.0,7.0.0,0,0,0,0,0
E-SAT---2.0-7.0.0,7.0.0,0,0,0,0,0
ePrincess---1.0-7.0.0,7.0.0,0,0,0,0,0
EQP---0.9e-7.0.0,7.0.0,0,0,0,0,0
Equinox---5.0-7.0.0,7.0.0,0,0,0,0,0
ET---0.2-7.0.0,7.0.0,0,0,0,0,0
ET---2.0-7.0.0,7.0.0,0,0,0,0,0
Fampire---1.3-7.0.0,7.0.0,0,0,0,0,0
Faust---1.0-7.0.0,7.0.0,0,0,0,0,0
FDP---0.9.16-7.0.0,7.0.0,0,0,0,0,0
Fiesta---2-7.0.0,7.0.0,0,0,0,0,0
Gandalf---c-2.6-7.0.0,7.0.0,0,0,0,0,0
Geo-III---2016C-7.0.0,7.0.0,0,0,0,0,0
GrAnDe---1.1-7.0.0,7.0.0,0,0,0,0,0
HOLyHammer---140616-7.0.0,7.0.0,0,0,0,0,0
Infinox---1.0-7.0.0,7.0.0,0,0,0,0,0
iProver---2.6-7.0.0,7.0.0,0,0,0,0,0
iProver-Eq---0.85-7.0.0,7.0.0,0,0,0,0,0
iProver-SAT---2.6-7.0.0,7.0.0,0,0,0,0,0
iProverMo---0.7-0.3-7.0.0,7.0.0,0,0,0,0,0
iProverMo-TF0---2.5-0.1-7.0.0,7.0.0,0,0,0,0,0
leanCoP---2.2-7.0.0,7.0.0,0,0,0,0,0
Leo-III---1.0-7.0.0,7.0.0,0,0,0,0,0
Mace4---1109a-7.0.0,7.0.0,0,0,0,0,0
Matita---1.0-7.0.0,7.0.0,0,0,0,0,0
Metis---2.3-7.0.0,7.0.0,0,0,0,0,0
Muscadet---4.5-7.0.0,7.0.0,0,0,0,0,0
Nitpick---2016-7.0.0,7.0.0,0,0,0,0,0
Otter---3.3-7.0.0,7.0.0,0,0,0,0,0
Paradox---3.0-7.0.0,7.0.0,0,0,0,0,0
PEPR---0.0ps-7.0.0,7.0.0,0,0,0,0,0
Princess---160606-7.0.0,7.0.0,0,0,0,0,0
Prover9---1109a-7.0.0,7.0.0,0,0,0,0,0
Refute---2015-7.0.0,7.0.0,0,0,0,0,0
S-SETHEO---0.0-7.0.0,7.0.0,0,0,0,0,0
SaKo---3.9-0.5.3-7.0.0,7.0.0,0,0,0,0,0
Scavenger---EP-0.1-7.0.0,7.0.0,0,0,0,0,0
SETHEO---3.3-7.0.0,7.0.0,0,0,0,0,0
SInE---0.4-7.0.0,7.0.0,0,0,0,0,0
SNARK---20120808r022-7.0.0,7.0.0,0,0,0,0,0
SOS---2.0-7.0.0,7.0.0,0,0,0,0,0
SPASS---3.9-7.0.0,7.0.0,0,0,0,0,0
SPASS-XDB---0.8-7.0.0,7.0.0,0,0,0,0,0
SPASS+T---2.2.22-7.0.0,7.0.0,0,0,0,0,0
SRASS---0.1-7.0.0,7.0.0,0,0,0,0,0
SuperZenon---0.0.1-7.0.0,7.0.0,0,0,0,0,0
Twee---1.0-7.0.0,7.0.0,0,0,0,0,0
Vampire---4.2-7.0.0,7.0.0,0,0,0,0,0
Vampire-SAT---4.2-7.0.0,7.0.0,0,0,0,0,0
Waldmeister---710-7.0.0,7.0.0,0,0,0,0,0
Z3---4.4.1-7.0.0,7.0.0,0,0,0,0,0
Zenon---0.7.1-7.0.0,7.0.0,0,0,0,0,0
ZenonModulo---0.4.1-7.0.0,7.0.0,0,0,0,0,0
Zipperpin---0.4-7.0.0,7.0.0,0,0,0,0,0
Zipperpin-TFF---0.4-7.0.0,7.0.0,0,0,0,0,0
Beagle---0.9.47-7.1.0,7.1.0,0,0,0,0,0
Bliksem---1.12-7.1.0,7.1.0,0,0,0,0,0
CARINE---0.734-7.1.0,7.1.0,0,0,0,0,0
CiME---2.01-7.1.0,7.1.0,0,0,0,0,0
Crossbow---0.1-7.1.0,7.1.0,0,0,0,0,0
CVC4---1.5.2-7.1.0,7.1.0,0,0,0,0,0
CVC4-SAT---1.5.2-7.1.0,7.1.0,0,0,0,0,0
Darwin---1.4.5-7.1.0,7.1.0,0,0,0,0,0
DarwinFM---1.4.5-7.1.0,7.1.0,0,0,0,0,0
DCTP---1.31-7.1.0,7.1.0,0,0,0,0,0
E---2.1-7.1.0,7.1.0,0,0,0,0,0
E-Darwin---1.5-7.1.0,7.1.0,0,0,0,0,0
E-KRHyper---1.4-7.1.0,7.1.0,0,0,0,0,0
E-SAT---2.1-7.1.0,7.1.0,0,0,0,0,0
ePrincess---1.0-7.1.0,7.1.0,0,0,0,0,0
EQP---0.9e-7.1.0,7.1.0,0,0,0,0,0
Equinox---6.0.1a-7.1.0,7.1.0,0,0,0,0,0
ET---2.0-7.1.0,7.1.0,0,0,0,0,0
Fampire---1.3-7.1.0,7.1.0,0,0,0,0,0
Faust---1.0-7.1.0,7.1.0,0,0,0,0,0
FDP---0.9.16-7.1.0,7.1.0,0,0,0,0,0
Fiesta---2-7.1.0,7.1.0,0,0,0,0,0
Gandalf---c-2.6-7.1.0,7.1.0,0,0,0,0,0
Geo-III---2016C-7.1.0,7.1.0,0,0,0,0,0
GrAnDe---1.1-7.1.0,7.1.0,0,0,0,0,0
HOLyHammer---140616-7.1.0,7.1.0,0,0,0,0,0
Infinox---1.0-7.1.0,7.1.0,0,0,0,0,0
iProver---2.6-7.1.0,7.1.0,0,0,0,0,0
iProver-Eq---0.85-7.1.0,7.1.0,0,0,0,0,0
iProver-SAT---2.6-7.1.0,7.1.0,0,0,0,0,0
iProverMo---2.5-0.1-7.1.0,7.1.0,0,0,0,0,0
lean-nanoCoP---1.0-7.1.0,7.1.0,0,0,0,0,0
leanCoP---2.2-7.1.0,7.1.0,0,0,0,0,0
Mace4---1109a-7.1.0,7.1.0,0,0,0,0,0
Matita---1.0-7.1.0,7.1.0,0,0,0,0,0
Metis---2.3-7.1.0,7.1.0,0,0,0,0,0
Muscadet---4.5-7.1.0,7.1.0,0,0,0,0,0
Nitpick---2016-7.1.0,7.1.0,0,0,0,0,0
Otter---3.3-7.1.0,7.1.0,0,0,0,0,0
Paradox---4.0-7.1.0,7.1.0,0,0,0,0,0
PEPR---0.0ps-7.1.0,7.1.0,0,0,0,0,0
Princess---170717-7.1.0,7.1.0,0,0,0,0,0
Prover9---1109a-7.1.0,7.1.0,0,0,0,0,0
Refute---2015-7.1.0,7.1.0,0,0,0,0,0
S-SETHEO---0.0-7.1.0,7.1.0,0,0,0,0,0
SETHEO---3.3-7.1.0,7.1.0,0,0,0,0,0
SInE---0.4-7.1.0,7.1.0,0,0,0,0,0
SNARK---20120808r022-7.1.0,7.1.0,0,0,0,0,0
SOS---2.0-7.1.0,7.1.0,0,0,0,0,0
SPASS---3.9-7.1.0,7.1.0,0,0,0,0,0
SPASS-XDB---0.8-7.1.0,7.1.0,0,0,0,0,0
SPASS+T---2.2.22-7.1.0,7.1.0,0,0,0,0,0
SRASS---0.1-7.1.0,7.1.0,0,0,0,0,0
SuperZenon---0.0.1-7.1.0,7.1.0,0,0,0,0,0
Twee---2.0-7.1.0,7.1.0,0,0,0,0,0
Vampire---4.2-7.1.0,7.1.0,0,0,0,0,0
Vampire-SAT---4.2-7.1.0,7.1.0,0,0,0,0,0
Waldmeister---710-7.1.0,7.1.0,0,0,0,0,0
Z3---4.4.1-7.1.0,7.1.0,0,0,0,0,0
Zenon---0.7.1-7.1.0,7.1.0,0,0,0,0,0
ZenonModulo---0.4.1-7.1.0,7.1.0,0,0,0,0,0
Beagle---0.9.47-7.2.0,7.2.0,0,0,0,0,0
Bliksem---1.12-7.2.0,7.2.0,0,0,0,0,0
CARINE---0.734-7.2.0,7.2.0,0,0,0,0,0
CiME---2.01-7.2.0,7.2.0,0,0,0,0,0
Crossbow---0.1-7.2.0,7.2.0,0,0,0,0,0
CVC4---1.5.2-7.2.0,7.2.0,0,0,0,0,0
CVC4-SAT---1.5.2-7.2.0,7.2.0,0,0,0,0,0
Darwin---1.4.5-7.2.0,7.2.0,0,0,0,0,0
DarwinFM---1.4.5-7.2.0,7.2.0,0,0,0,0,0
DCTP---1.31-7.2.0,7.2.0,0,0,0,0,0
