Algorithm,version,Shapley Value,Temporal Shapley Value,Standalone Performance,Marginal Performance,Temporal Marginal Performance
DarwinFM---1.4.5-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
Prover9---1109a-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
SuperZenon---0.0.1-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
iProverMo---2.5-0.1-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Faust---1.0-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
ZenonModulo---0.4.2-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
SPASS-XDB---0.8-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
ZenonModulo---0.4.2-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Satallax---2.8-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
Gandalf---c-2.6-7.0.0,7.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Twee---2.3.1-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
nanoCoP---1.1-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
agsyHOL---1.0-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
GKC---0.7-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
DarwinFM---1.4.5-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Otter---3.3-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
SOS---2.0-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
SInE---0.4-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
PEPR---0.0ps-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
ET---2.0-7.0.0,7.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
SInE---0.4-7.0.0,7.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
DCTP---1.31-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
SNARK---20120808r022-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
ZenonArith---0.1.0-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
Fiesta---2-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Scavenger---EP-0.2-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
ePrincess---1.0-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Beagle---0.9.47-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
Z3---4.4-TPTP-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Muscadet---4.5-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
Vampire---4.0.5-6.4.0,6.4.0,0.52363,0.00000,10.00000,0.00000,0.00000
Gandalf---c-2.6-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Goeland---1.0.0-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Vampire---4.7-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
E-KRHyper---1.4-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Crossbow---0.1-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Matita---1.0-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Fiesta---2-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
CSE---1.2-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
EQP---0.9e-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Fampire---1.3-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
DCTP---1.31-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Isabelle-HOT---2016-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
SRASS---0.1-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
SPASS-XDB---0.8-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
SPASS+T---2.2.22-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
SPASS-XDB---0.8-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
Princess---170717-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Matita---1.0-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
agsyHOL---1.0-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
CVC4-TFF---1.5j8-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
FDP---0.9.16-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
PyRes---1.3-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
Z3---4.4.1-7.2.0,7.2.0,0.34949,0.00000,8.00000,0.00000,0.00000
Princess---170717-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
Princess---150706-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
EQP---0.9e-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Fampire---1.3-7.0.0,7.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
HOLyHammer---0.21-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
Metis---2.4-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
E-Darwin---1.5-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
iProverMo---2.5-0.1-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Z3---4.8.9.0-8.1.0,8.1.0,0.34949,0.00000,8.00000,0.00000,0.00000
EQP---0.9e-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
ET---2.0-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
Satallax---3.5-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Bliksem---1.12-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Metis---2.3-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
Refute---2015-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Muscadet---4.5-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Prover9---1109a-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Z3---4.4.1-7.0.0,7.0.0,0.34949,0.00000,8.00000,0.00000,0.00000
Paradox---4.0-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Satallax_MaLeS---1.3-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
E-SAT---1.9.1-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
E-KRHyper---1.4-7.0.0,7.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
SETHEO---3.3-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Vampire-SAT---4.2-7.0.0,7.0.0,0.73973,0.00000,14.00000,0.00000,0.00000
Otter---3.3-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
SPASS+T---2.2.22-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
TPS---3.120601S1b-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
SOS---2.0-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
Vampire-SAT---4.3-7.3.0,7.3.0,0.80640,0.00000,15.00000,0.00000,0.00000
Metis---2.4-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Isabelle-HOT---2016-7.0.0,7.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Isabelle-HOT---2016-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
SRASS---0.1-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
SETHEO---3.3-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
SETHEO---3.3-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
E-KRHyper---1.4-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
PEPR---0.0ps-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Waldmeister---710-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
agsyHOL---1.0-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Otter---3.3-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
E-Darwin---1.5-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Matita---1.0-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
lazyCoP---0.1-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Vampire---4.6.1-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Vampire---4.3-7.3.0,7.3.0,0.06667,0.00000,1.00000,0.00000,0.00000
Isabelle---2016-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Mace4---1109a-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Infinox---1.0-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
E-KRHyper---1.4-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
Leo-III---1.6.6-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Leo-III---1.7.7-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
cvc5---1.0-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Zipperpin---0.4-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Equinox---6.0.1a-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
nanoCoP---2.0-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Mace4---1109a-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
E---2.6.X-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Equinox---6.0.1a-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
iProver-Eq---0.85-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
FDP---0.9.16-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
PyRes---1.2-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
Fiesta---2-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Vampire-SAT---4.6.1-8.0.0,8.0.0,0.73973,0.00000,14.00000,0.00000,0.00000
Fampire---1.3-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
cocATP---0.2.0-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
iProverMo---2.5-0.1-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Isabelle---2015-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
cocATP---0.2.0-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
S-SETHEO---0.0-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Infinox---1.0-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
TPS---3.120601S1b-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
MaedMax---1.3-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
SPASS---3.9-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Zipperpin---2.1-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
SNARK---20120808r022-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Geo-III---2018C-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
Drodi---3.1.5-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
iProver-SAT---2.6-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
SETHEO---3.3-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Mace4---1109a-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
SPASS+T---2.2.22-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
Z3---4.8.9.0-8.0.0,8.0.0,0.34949,0.00000,8.00000,0.00000,0.00000
Zipperpin-TFF---0.4-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Nitpick---2015-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
SETHEO---3.3-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
S-SETHEO---0.0-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
MaedMax---1.3-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
Zenon---0.7.1-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Zipperpin---2.1.999-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
ET---2.0-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Princess---170717-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
DCTP---1.31-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Satallax_MaLeS---1.3-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
SETHEO---3.3-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
Zenon---0.7.1-7.0.0,7.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Etableau---0.67-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
lean-nanoCoP---1.0-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Scavenger---EP-0.2-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
SPASS-XDB---0.8-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
SuperZenon---0.0.1-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
CARINE---0.734-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
FDP---0.9.16-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
E-SAT---2.6.X-8.1.0,8.1.0,0.06667,0.00000,1.00000,0.00000,0.00000
Nitpick---2016-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Matita---1.0-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
HOLyHammer---0.21-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
TPS---3.120601S1b-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
SPASS---3.9-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Fampire---1.3-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Nitpick---2016-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Faust---1.0-7.0.0,7.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Scavenger---EP-0.1-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Equinox---5.0-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
Fiesta---2-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
Paradox---4.0-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
SaKo---3.9-0.5.3-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Bliksem---1.12-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Faust---1.0-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
SInE---0.4-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
Moca---0.1-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Nitpick---2016-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Geo-III---2018C-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
cocATP---0.2.0-7.0.0,7.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
ePrincess---1.0-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
DCTP---1.31-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
CVC4-SAT---1.5.2-7.2.0,7.2.0,0.09110,0.00000,2.00000,0.00000,0.00000
Infinox---1.0-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Leo-III---1.3-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
HOLyHammer---140616-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Paradox---4.0-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
Prover9---1109a-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
LEO-II---1.7.0-7.1.0,7.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
CiME---2.01-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
Infinox---1.0-7.4.0,7.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
iProver-Eq---0.85-6.3.0,6.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
iProver-Eq---0.85-7.5.0,7.5.0,0.00000,0.00000,0.00000,0.00000,0.00000
LEO-II---1.7.0-7.3.0,7.3.0,0.00000,0.00000,0.00000,0.00000,0.00000
ePrincess---1.0-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Metis---2.4-8.2.0,8.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Zenon---0.7.1-8.1.0,8.1.0,0.00000,0.00000,0.00000,0.00000,0.00000
cocATP---0.2.0-7.2.0,7.2.0,0.00000,0.00000,0.00000,0.00000,0.00000
Fampire---1.3-8.0.0,8.0.0,0.00000,0.00000,0.00000,0.00000,0.00000
Prover9---1109a-6.4.0,6.4.0,0.00000,0.00000,0.00000,0.00000,0.00000
